Date,Open,High,Low,Close,Volume,ticker
2025-03-03 00:00:00-05:00,241.7899932861328,244.02999877929688,236.11000061035156,238.02999877929688,47184000,AAPL
2025-03-04 00:00:00-05:00,237.7100067138672,240.07000732421875,234.67999267578125,235.92999267578125,53798100,AAPL
2025-03-05 00:00:00-05:00,235.4199981689453,236.5500030517578,229.22999572753903,235.7400054931641,47227600,AAPL
2025-03-06 00:00:00-05:00,234.44000244140625,237.86000061035156,233.16000366210935,235.3300018310547,45170400,AAPL
2025-03-07 00:00:00-05:00,235.11000061035156,241.3699951171875,234.7599945068359,239.07000732421875,46273600,AAPL
2025-03-10 00:00:00-04:00,235.5399932861328,236.16000366210935,224.22000122070312,227.47999572753903,72071200,AAPL
2025-03-11 00:00:00-04:00,223.80999755859375,225.83999633789065,217.4499969482422,220.83999633789065,76137400,AAPL
2025-03-12 00:00:00-04:00,220.13999938964844,221.75,214.91000366210935,216.97999572753903,62547500,AAPL
2025-03-13 00:00:00-04:00,215.9499969482422,216.83999633789065,208.4199981689453,209.67999267578125,61368300,AAPL
2025-03-14 00:00:00-04:00,211.25,213.9499969482422,209.5800018310547,213.4900054931641,60107600,AAPL
2025-03-17 00:00:00-04:00,213.30999755859375,215.22000122070312,209.97000122070312,214.0,48073400,AAPL
2025-03-18 00:00:00-04:00,214.16000366210935,215.1499938964844,211.4900054931641,212.69000244140625,42432400,AAPL
2025-03-19 00:00:00-04:00,214.22000122070312,218.7599945068359,213.75,215.2400054931641,54385400,AAPL
2025-03-20 00:00:00-04:00,213.9900054931641,217.4900054931641,212.22000122070312,214.1000061035156,48862900,AAPL
2025-03-21 00:00:00-04:00,211.55999755859375,218.83999633789065,211.27999877929688,218.27000427246097,94127800,AAPL
2025-03-24 00:00:00-04:00,221.0,221.47999572753903,218.5800018310547,220.72999572753903,44299500,AAPL
2025-03-25 00:00:00-04:00,220.77000427246097,224.1000061035156,220.0800018310547,223.75,34493600,AAPL
2025-03-26 00:00:00-04:00,223.5099945068359,225.02000427246097,220.47000122070312,221.52999877929688,34466100,AAPL
2025-03-27 00:00:00-04:00,221.38999938964844,224.9900054931641,220.55999755859375,223.8500061035156,37094800,AAPL
2025-03-28 00:00:00-04:00,221.6699981689453,223.80999755859375,217.67999267578125,217.8999938964844,39818600,AAPL
2025-03-31 00:00:00-04:00,217.0099945068359,225.6199951171875,216.22999572753903,222.1300048828125,65299300,AAPL
2025-04-01 00:00:00-04:00,219.80999755859375,223.67999267578125,218.8999938964844,223.19000244140625,36412700,AAPL
2025-04-02 00:00:00-04:00,221.32000732421875,225.19000244140625,221.02000427246097,223.88999938964844,35905900,AAPL
2025-04-03 00:00:00-04:00,205.5399932861328,207.4900054931641,201.25,203.19000244140625,103419000,AAPL
2025-04-04 00:00:00-04:00,193.88999938964844,199.8800048828125,187.33999633789065,188.3800048828125,125910900,AAPL
2025-04-07 00:00:00-04:00,177.1999969482422,194.1499938964844,174.6199951171875,181.4600067138672,160466300,AAPL
2025-04-08 00:00:00-04:00,186.6999969482422,190.33999633789065,169.2100067138672,172.4199981689453,120859500,AAPL
2025-04-09 00:00:00-04:00,171.9499969482422,200.61000061035156,171.88999938964844,198.8500061035156,184395900,AAPL
2025-04-10 00:00:00-04:00,189.07000732421875,194.77999877929688,183.0,190.4199981689453,121880000,AAPL
2025-04-11 00:00:00-04:00,186.1000061035156,199.5399932861328,186.05999755859375,198.1499938964844,87435900,AAPL
2025-04-14 00:00:00-04:00,211.44000244140625,212.94000244140625,201.16000366210935,202.52000427246097,101352900,AAPL
2025-03-03 00:00:00-05:00,213.3500061035156,214.0099945068359,202.5500030517578,205.02000427246097,42948400,AMZN
2025-03-04 00:00:00-05:00,200.11000061035156,206.8000030517578,197.42999267578125,203.8000030517578,60853100,AMZN
2025-03-05 00:00:00-05:00,204.8000030517578,209.97999572753903,203.2599945068359,208.36000061035156,38610100,AMZN
2025-03-06 00:00:00-05:00,204.3999938964844,205.77000427246097,198.3000030517578,200.6999969482422,49863800,AMZN
2025-03-07 00:00:00-05:00,199.4900054931641,202.27000427246097,192.52999877929688,199.25,59802800,AMZN
2025-03-10 00:00:00-04:00,195.6000061035156,196.72999572753903,190.8500061035156,194.5399932861328,62350900,AMZN
2025-03-11 00:00:00-04:00,193.8999938964844,200.17999267578125,193.3999938964844,196.58999633789065,54002900,AMZN
2025-03-12 00:00:00-04:00,200.72000122070312,201.52000427246097,195.2899932861328,198.88999938964844,43679300,AMZN
2025-03-13 00:00:00-04:00,198.1699981689453,198.8800048828125,191.82000732421875,193.88999938964844,41270800,AMZN
2025-03-14 00:00:00-04:00,197.41000366210935,198.6499938964844,195.32000732421875,197.9499969482422,38096700,AMZN
2025-03-17 00:00:00-04:00,198.77000427246097,199.0,194.32000732421875,195.7400054931641,47341800,AMZN
2025-03-18 00:00:00-04:00,192.52000427246097,194.0,189.3800048828125,192.82000732421875,40414900,AMZN
2025-03-19 00:00:00-04:00,193.3800048828125,195.97000122070312,191.9600067138672,195.5399932861328,39442900,AMZN
2025-03-20 00:00:00-04:00,193.07000732421875,199.32000732421875,192.3000030517578,194.9499969482422,38921100,AMZN
2025-03-21 00:00:00-04:00,192.8999938964844,196.9900054931641,192.52000427246097,196.2100067138672,60056900,AMZN
2025-03-24 00:00:00-04:00,200.0,203.63999938964844,199.9499969482422,203.2599945068359,41625400,AMZN
2025-03-25 00:00:00-04:00,203.6000061035156,206.2100067138672,203.22000122070312,205.7100067138672,31171200,AMZN
2025-03-26 00:00:00-04:00,205.83999633789065,206.0099945068359,199.92999267578125,201.1300048828125,32855300,AMZN
2025-03-27 00:00:00-04:00,200.88999938964844,203.7899932861328,199.27999877929688,201.36000061035156,27317700,AMZN
2025-03-28 00:00:00-04:00,198.4199981689453,199.2599945068359,191.8800048828125,192.72000122070312,52548200,AMZN
